Listing ID,Property Type,Street #,Street Name,City,Sale Type,Sale Price,Price Per SqFt,Bedrooms,Full Bath,Half Bath,Property Sqft,Age,Lot SqFt,DOM,View?,Pool?,Sale Date,MLS,Commission,Commission Level,Median Household Income
OC22107382,TWNHS/A,3720 S,Allston Paseo    #9,Ontario,STD,563754,511.57,2,2,1,1102,1,,38,Y,N,44895,CRMLSM,0.02660735,Medium,71908
OC21249059,CONDO/A,3570 E,Peckham Paseo    #4,Ontario,STD,563742,379.62,3,2,1,1485,2,,11,Y,N,44663,CRMLSM,0.010643167,Low,71908
EV22034069,SFR/D,14135,Ottavio CT  ,Beaumont,STD,563730,317.06,3,2,1,1778,1,5845,48,Y,N,44691,CRMLSM,0.018054743,Low,92797
OC21218363,TWNHS/A,11049,Momentum DR  ,Rancho Cucamonga,STD,563614,384.19,3,2,1,1467,2,,47,Y,N,44645,CRMLSM,0.017742639,Low,97046
IV22104300,CONDO/A,15723,Parkhouse DR   #100,Fontana,STD,563500,288.53,3,2,1,1953,14,,12,N,N,44754,CRMLSM,0.02,Medium,83468
SW23038155,SFR/D,32871,Rovato ST  ,Temecula,STD,563500,418.65,3,2,0,1346,23,4792,15,Y,N,45036,CRMLSM,0.025,Medium,103546
CV22092231,CONDO/A,7356,Greenhaven AVE   #U26,Rancho Cucamonga,STD,563100,556.42,2,2,0,1012,33,,6,Y,N,44712,CRMLSM,0.02,Medium,97046
SW21263597,CONDO/D,42677,Azure ST  ,Temecula,STD,563000,359.97,3,2,1,1564,5,,4,Y,N,44582,CRMLSM,0.02,Medium,103546
PW22008106,SFR/D,6642,Almeria ST  ,Fontana,STD,563000,377.85,3,2,0,1490,65,7560,2,Y,N,44603,CRMLSM,0.025,Medium,83468
IV22042842,SFR/D,24390,Barley RD  ,Moreno Valley,STD,563000,248.67,3,2,1,2264,37,7405,5,Y,N,44656,CRMLSM,0.02,Medium,73635
EV22080620,SFR/D,33851,King DR  ,Yucaipa,STD,563000,261.98,4,3,0,2149,7,2741,14,N,N,44707,CRMLSM,0.02,Medium,75456
SW22112758,SFR/D,33851,King DR  ,Yucaipa,STD,563000,261.98,4,3,0,2149,7,2741,0,N,N,44707,CRMLSM,1.78E-06,Low,75456
IV22101298,SFR/D,17645,Camino Sonrisa   ,Moreno Valley,STD,563000,249.34,5,2,1,2258,17,4792,5,Y,N,44756,CRMLSM,0.0225,Medium,73635
CV22125296,SFR/D,5816,Galaxy Park   ,Banning,STD,563000,246.28,4,3,0,2286,1,5775,104,N,N,44911,CRMLSM,0.03,High,46834
CV22239642,SFR/D,12595,Mirado AVE  ,Grand Terrace,STD,563000,310.02,4,2,0,1816,63,8446,14,Y,N,44915,CRMLSM,0.0225,Medium,76791
IG22253268,SFR/D,1520,Teta DR  ,Corona,STD,563000,462.23,4,2,0,1218,64,8276,6,N,N,44944,CRMLSM,0.02,Medium,95268
IG22230384,SFR/A,1160,Lyndee DR  ,Norco,TRUS,563000,386.94,3,2,0,1455,63,10454,79,Y,N,44984,CRMLSM,0.02,Medium,115619
IV23003479,SFR/D,1080,River DR  ,Norco,PRO,563000,271.72,4,3,0,2072,58,28314,39,Y,N,45015,CRMLSM,0.03,High,115619
OC22014643,SFR/D,27182,Canyon Rock CT  ,Moreno Valley,STD,562850,324.78,3,2,1,1733,1,2247,34,N,N,44651,CRMLSM,0.014213378,Low,73635
OC23010264,TWNHS/A,3660 E,Peckham Paseo    #4,Ontario,STD,562634,378.88,3,2,1,1485,1,,18,Y,N,45008,CRMLSM,0.03,High,71908
IG22016347,SFR/D,3459,Lillian ST  ,Riverside,STD,562525,331.68,4,2,0,1696,61,10890,15,N,N,44664,CRMLSM,0.015,Low,76755
TR22011600,CONDO/A,980 N,Turner AVE   #110,Ontario,STD,562500,326.84,3,2,1,1721,29,,5,Y,N,44628,CRMLSM,0.02,Medium,71908
EV22117657,SFR/D,31034,Sand CT  ,Mentone,STD,562500,286.99,4,2,1,1960,36,5000,3,N,N,44755,CRMLSM,0.025,Medium,65949
IV22150841,SFR/D,9250,Duncan AVE  ,Riverside,STD,562500,398.94,4,2,0,1410,46,7841,0,Y,N,44778,CRMLSM,0.0225,Medium,76755
OC22104641,TWNHS/A,9690,Aire PL  ,Rancho Cucamonga,STD,562500,565.33,2,2,0,995,1,,76,Y,N,44803,CRMLSM,0.035555556,High,97046
CV22185339,SFR/D,1146,W Cheshire St.   ,Rialto,STD,562500,413.6,4,2,0,1360,37,8400,28,Y,N,44875,CRMLSM,0.025,Medium,69934
EV22158455,SFR/D,1040,Little Leaf ST  ,Calimesa,STD,562500,255.33,4,3,0,2203,4,5388,78,Y,N,44875,CRMLSM,0.02,Medium,67835
CV23052565,SFR/D,8815,Frankfort ST  ,Fontana,STD,562500,457.69,3,2,0,1229,42,7936,4,N,N,45047,CRMLSM,0.02,Medium,83468
SW22181535,SFR/D,27774,Brodiaea AVE  ,Moreno Valley,STD,562495,296.36,4,3,0,1898,2,7700,10,N,N,44866,CRMLSM,0.04,High,73635
SW22190321,SFR/D,27704,Brodiaea AVE  ,Moreno Valley,STD,562490,296.36,4,3,0,1898,1,7700,7,N,N,44911,CRMLSM,0.02,Medium,73635
SW21262082,SFR/D,31286,Corte Talvera   ,Temecula,STD,562400,443.88,2,2,0,1267,35,4792,3,Y,N,44573,CRMLSM,0.025,Medium,103546
OC22227108,TWNHS/A,3956,Lavine WAY   #108,Corona,STD,562259,399.05,3,2,1,1409,1,,96,Y,N,45009,CRMLSM,0.03,High,95268
SW22199985,CONDO/D,16125,Gelato CT   #1,Fontana,STD,562200,313.2,3,2,1,1795,1,,21,N,N,44883,CRMLSM,0.03,High,83468
CV22118487,SFR/D,1958,Hartford PL  ,San Bernardino,STD,562190,293.88,3,2,1,1913,1,2472,35,N,N,44832,CRMLSM,0.03,High,55372
CV21239443,SFR/D,14731,Gulfstream LN  ,Moreno Valley,STD,562115,242.08,5,3,0,2322,2,4384,2,N,N,44694,CRMLSM,,,73635
IG21258769,SFR/D,259,Sonora ST  ,Redlands,STD,562000,460.66,3,1,0,1220,122,8000,5,Y,N,44574,CRMLSM,0.0175,Low,87184
CV21260459,SFR/D,11351,Burl DR  ,Fontana,STD,562000,376.17,3,2,1,1494,38,4500,6,Y,Y,44580,CRMLSM,0.02,Medium,83468
CV22008240,SFR/D,15632,Skylark AVE  ,Fontana,STD,562000,268.9,3,2,1,2090,25,6203,0,N,N,44608,CRMLSM,0.025,Medium,83468
EV21250683,SFR/D,35618,Wildwood Canyon RD  ,Yucaipa,STD,562000,283.84,4,2,0,1980,66,15300,59,Y,Y,44616,CRMLSM,0.025,Medium,75456
IG22023631,SFR/D,750,4th ST  ,Norco,"STD,TRUS",562000,427.05,3,2,0,1316,47,6970,9,N,N,44637,CRMLSM,0.025,Medium,115619
WS21267652,SFR/D,5070 N,Orange DR  ,San Bernardino,STD,562000,217.41,4,3,0,2585,5,8583,29,Y,N,44645,CRMLSM,0.02,Medium,55372
IG22042452,SFR/D,1459,Cambridge AVE  ,Redlands,STD,562000,373.17,4,2,0,1506,59,7200,5,Y,N,44655,CRMLSM,0.02,Medium,87184
P1-8513,SFR/D,8830,Frankfort ST  ,Fontana,STD,562000,338.55,3,2,0,1660,42,7936,32,N,N,44663,CRMLSF,0.025,Medium,83468
IG22037503,SFR/D,6758,Jerome ST  ,Riverside,STD,562000,488.7,4,2,0,1150,69,6534,25,N,N,44666,CRMLSM,0.02,Medium,76755
IG22043528,SFR/D,407 E,California ST  ,Ontario,TRUS,562000,376.68,4,2,0,1492,98,7200,41,Y,N,44698,CRMLSM,0.02,Medium,71908
EV22085545,SFR/D,29335,Crest View LN  ,Highland,STD,562000,355.92,4,2,1,1579,33,3600,3,Y,N,44726,CRMLSM,0.02,Medium,69225
SW22122043,SFR/D,45366,Zuma DR  ,Temecula,STD,562000,472.67,3,2,0,1189,32,4792,5,N,N,44745,CRMLSM,0.02,Medium,103546
TR22144932,TWNHS/A,275 W,Via Presido    #106,Ontario,STD,562000,393.01,2,2,0,1430,4,,27,N,N,44802,CRMLSM,0.02,Medium,71908
IV22177247,SFR/D,9080,Balsa ST  ,Rancho Cucamonga,TRUS,562000,488.27,3,1,1,1151,59,8100,26,N,N,44837,CRMLSM,0.02,Medium,97046
IV22209242,SFR/A,13180,Malibu CT  ,Moreno Valley,STD,562000,225.43,4,3,0,2493,34,10019,4,Y,Y,44866,CRMLSM,0.025,Medium,73635
IV22200620,SFR/D,3493,Bandini AVE  ,Riverside,TRUS,562000,440.44,3,1,0,1276,96,6534,12,N,N,44869,CRMLSM,0.025,Medium,76755
SW23014886,CONDO/D,15129,Ridge LN   #1,Fontana,STD,561990,282.83,4,3,1,1987,0,,12,N,N,44965,CRMLSM,0.02,Medium,83468
PW22114770,SFR/D,16265,Grande Isla CIR  ,Moreno Valley,TRUS,561900,236.69,6,3,0,2374,21,9583,4,N,N,44756,CRMLSM,0.02,Medium,73635
IV21092005,CONDO/A,10568,Cannon DR  ,Rancho Cucamonga,STD,561815,387.19,3,2,1,1451,2,,31,N,N,44631,CRMLSM,0.03,High,97046
IV22062122,SFR/D,33384,Warwick Hills RD  ,Yucaipa,STD,561750,266.23,4,2,1,2110,23,6404,318,N,N,45008,CRMLSM,0.0325,High,75456
OC22237470,CONDO/A,11080,Wander DR  ,Rancho Cucamonga,STD,561650,404.94,2,2,1,1387,1,,12,Y,N,44914,CRMLSM,0.035609365,High,97046
EV22019198,SFR/D,932 N,Beechwood AVE  ,Rialto,STD,561500,392.38,4,2,0,1431,43,8200,10,N,N,44631,CRMLSM,0.025,Medium,69934
IV22012133,SFR/D,7749,Bobcat LN  ,Highland,STD,561500,229,4,3,0,2452,36,6380,182,N,N,44902,CRMLSM,0.02,Medium,69225
CV21264396,SFR/D,3116,Buffalo RD  ,Ontario,STD,561250,556.8,3,2,0,1008,34,5760,10,N,N,44623,CRMLSM,0.02,Medium,71908
SW22053841,SFR/D,27741,Solitude AVE  ,Moreno Valley,STD,561040,295.6,4,3,0,1898,1,7337,3,N,N,44771,CRMLSM,0.015,Low,73635
IG21262077,SFR/D,12348,Brewster DR  ,Moreno Valley,STD,561000,289.18,4,3,0,1940,36,7841,3,Y,N,44586,CRMLSM,0.02,Medium,73635
IV22007393,SFR/D,33889,Cansler WAY  ,Yucaipa,STD,561000,261.05,4,3,0,2149,7,3484,6,Y,N,44617,CRMLSM,0.02,Medium,75456
IV21219468,SFR/D,1474,Aster PL  ,Beaumont,STD,561000,244.34,4,3,0,2296,19,6534,75,Y,N,44620,CRMLSM,0.0225,Medium,92797
SB22012220,CONDO/A,5454,Quince ST  ,Riverside,STD,561000,315.7,3,2,0,1777,49,,12,N,N,44624,CRMLSM,0.025,Medium,76755
FR22043603,SFR/D,4997,Hollyhock LN  ,Riverside,STD,561000,441.73,3,2,0,1270,95,8712,26,N,N,44678,CRMLSM,0.025,Medium,76755
SW22081955,CONDO/A,44939,Bellflower LN   #118,Temecula,STD,561000,354.61,3,2,1,1582,12,,11,Y,N,44705,CRMLSM,0.02,Medium,103546
CV22081413,SFR/D,16860,Mediterranean DR  ,Moreno Valley,STD,561000,329.03,5,3,0,1705,33,7405,9,N,N,44728,CRMLSM,0.025,Medium,73635
EV22142166,SFR/D,5635 N,Crescent ST  ,San Bernardino,STD,561000,280.78,4,2,1,1998,32,7331,7,Y,N,44763,CRMLSM,0.02,Medium,55372
SW22197657,SFR/D,30,Kruse ST  ,Perris,STD,561000,260.69,4,3,0,2152,31,20909,15,Y,N,44867,CRMLSM,0.02,Medium,70910
CV22173136,SFR/D,9914,Ironwood CT  ,Fontana,STD,561000,346.08,4,2,0,1621,43,7140,74,N,Y,44903,CRMLSM,0.025,Medium,83468
EV23031066,SFR/D,26237,Citron ST  ,Loma Linda,STD,561000,381.89,3,2,0,1469,17,3528,7,Y,N,45013,CRMLSM,0.025,Medium,63272
CV23059484,SFR/D,3241,Lakehill Pl   ,Riverside,TRUS,561000,317.31,3,2,0,1768,70,17859,2,Y,Y,45044,CRMLSM,0.02,Medium,76755
IV21103192,SFR/D,21197,Telegraph RD  ,Riverside,STD,560940,402.97,3,2,0,1392,2,8235,21,Y,N,44594,CRMLSM,0.02,Medium,76755
SW22186688,SFR/D,35221,Funk WAY  ,Beaumont,STD,560925,250.52,4,3,0,2239,1,5721,18,N,N,44873,CRMLSM,0.02,Medium,92797
OC22165481,CONDO/D,4487 S,Grant Paseo   ,Ontario,STD,560730,361.76,3,3,0,1550,1,,64,N,N,44904,CRMLSM,0.017833895,Low,71908
HD22177309,SFR/D,5200,Camino Real   ,Riverside,PRO,560700,292.64,3,3,0,1916,44,23958,90,Y,N,44917,CRMLSM,0.02,Medium,76755
CV21236407,SFR/A,624 N,San Antonio AVE  ,Ontario,STD,560500,421.11,3,2,0,1331,76,6650,22,N,N,44564,CRMLSM,0.025,Medium,71908
IV22007202,SFR/D,11238,Picard PL  ,Beaumont,STD,560500,210.48,4,3,0,2663,17,6098,68,N,N,44671,CRMLSM,0.02,Medium,92797
WS23022064,SFR/D,9657,Pebble Brook DR  ,Moreno Valley,STD,560500,237.4,4,3,0,2361,34,6098,12,N,N,45015,CRMLSM,0.0275,Medium,73635
EV22070992,SFR/D,14016,Hera PL  ,Beaumont,STD,560310,247.82,4,3,1,2261,1,5000,13,Y,N,44867,CRMLSM,0.019664115,Low,92797
CV23026099,SFR/D,5291,Dragonfly ST  ,Banning,STD,560203,196.98,4,3,0,2844,0,6840,40,N,N,45011,CRMLSM,0.02,Medium,46834
IV21262657,SFR/D,38832,Amateur WAY  ,Beaumont,STD,560000,207.33,4,2,1,2701,9,6098,1,Y,N,44564,CRMLSM,0.02,Medium,92797
IV21254731,SFR/D,8949,Cudahy CT  ,Riverside,STD,560000,443.04,4,2,0,1264,47,8712,7,Y,N,44566,CRMLSM,0.025,Medium,76755
SW21247682,SFR/D,43177,Caminata DR  ,Temecula,STD,560000,391.61,3,2,0,1430,22,3920,26,Y,N,44566,CRMLSM,0.02,Medium,103546
OC21187942,SFR/D,23975,Snowberry CT  ,Corona,STD,560000,373.08,2,2,0,1501,18,4792,38,Y,N,44568,CRMLSM,0.02,Medium,95268
CV21155455,SFR/D,14336,Judy Ann DR  ,Riverside,STD,560000,281.27,4,2,0,1991,45,16117,82,Y,N,44571,CRMLSM,0.0225,Medium,76755
IG21255437,SFR/D,6653,Carmel CT  ,Fontana,STD,560000,419.48,3,2,1,1335,35,3800,11,Y,Y,44573,CRMLSM,0.02,Medium,83468
EV21250503,SFR/D,455,Akindale WAY  ,Beaumont,STD,560000,262.91,4,3,0,2130,22,7841,13,N,Y,44574,CRMLSM,0.025,Medium,92797
IV21201831,SFR/D,6544,Pacifica AVE  ,Fontana,STD,560000,350.22,4,2,0,1599,36,3800,52,N,N,44574,CRMLSM,0.02,Medium,83468
CV21247599,SFR/D,2393 N,Cedar AVE  ,Rialto,STD,560000,396.6,4,2,0,1412,37,10000,10,Y,N,44575,CRMLSM,0.02,Medium,69934
SW21256276,SFR/D,30136,Pechanga DR  ,Temecula,STD,560000,434.45,3,2,1,1289,35,6534,9,N,N,44575,CRMLSM,0.03,High,103546
IV21232336,SFR/D,12742,Dickens CT  ,Grand Terrace,STD,560000,298.67,4,2,1,1875,45,8400,43,Y,N,44579,CRMLSM,0.02,Medium,76791
IV21257642,SFR/D,29124,Stonegate LN  ,Highland,STD,560000,299.15,4,3,0,1872,26,8500,6,Y,N,44580,CRMLSM,0.02,Medium,69225
IV21143091,SFR/D,21206,Tennyson RD  ,Moreno Valley,STD,560000,253.51,5,3,0,2209,32,8276,153,N,N,44582,CRMLSM,0.02,Medium,73635
21109781,SFR,7417,Penwood RD  ,Riverside,STD,560000,440.25,3,2,0,1272,44,8276,11,Y,N,44582,CLAW,0.02,Medium,76755
21106903,SFR/D,9225,Flax PL  ,Riverside,STD,560000,451.61,3,2,0,1240,39,6534,38,,N,44582,CLAW,0.025,Medium,76755
CV21259756,CONDO/A,16001,Chase RD   #104,Fontana,STD,560000,313.37,3,3,0,1787,7,,23,Y,N,44582,CRMLSM,0.02,Medium,83468
SR21237966,SFR/D,4574,Orchard ST  ,Montclair,STD,560000,603.45,3,1,1,928,89,8100,5,N,N,44586,CRMLSM,0.02,Medium,67483
ND21228561,SFR/D,882,Highland CT  ,Upland,STD,560000,591.34,2,1,0,947,68,6600,10,Y,N,44587,CRMLSM,0.025,Medium,82259
IV21266842,SFR/D,3534,Gwinnett DR  ,Riverside,STD,560000,332.54,4,2,1,1684,46,6970,6,N,N,44589,CRMLSM,0.025,Medium,76755
IV21264905,SFR/D,15045,Yucca AVE  ,Fontana,STD,560000,224,3,2,0,2500,68,46500,2,N,N,44590,CRMLSM,0.02,Medium,83468
219071238PS,SFR/A,25670,Jason PL  ,Moreno Valley,STD,560000,335.73,3,2,0,1668,35,8712,10,,,44592,CDAR,0.02,Medium,73635
WS21255465,CONDO/A,2900 E,Via Fiano   ,Ontario,STD,560000,354.43,3,2,1,1580,7,,6,N,N,44592,CRMLSM,0.02,Medium,71908
SW21269546,SFR/D,16219,Greenfield ST  ,Moreno Valley,STD,560000,243.48,4,3,0,2300,33,7841,4,Y,N,44593,CRMLSM,0.02,Medium,73635
OC21258920,SFR/D,5734 N,Pershing AVE  ,San Bernardino,"STD,TRUS",560000,312.85,3,2,0,1790,61,16100,14,Y,Y,44596,CRMLSM,0.02,Medium,55372
CV21255888,SFR/D,1418,Dunston ST  ,Beaumont,STD,560000,164.71,4,3,0,3400,17,12197,15,Y,N,44599,CRMLSM,0.0175,Low,92797
CV21264087,SFR/D,25931,Calle Fuego   ,Moreno Valley,STD,560000,209.58,5,3,0,2672,21,6098,14,N,N,44601,CRMLSM,0.02,Medium,73635
IV21189145,SFR/D,6550,Palm AVE  ,Riverside,STD,560000,281.97,3,2,0,1986,92,8712,134,N,N,44602,CRMLSM,0.025,Medium,76755
OC21254564,SFR/D,23380,Via Sausalito   ,Moreno Valley,STD,560000,282.4,4,3,0,1983,35,5227,50,Y,N,44602,CRMLSM,0.01,Low,73635
CV21266734,SFR/D,664 E,I ST  ,Ontario,STD,560000,557.21,2,1,0,1005,73,4410,14,Y,N,44602,CRMLSM,0.02,Medium,71908
IV22006286,SFR/D,623,Orchard DR  ,Redlands,STD,560000,398.58,3,2,0,1405,55,7200,10,N,N,44603,CRMLSM,0.02,Medium,87184
IV21263551,SFR/A,16740,Windcrest DR  ,Fontana,STD,560000,368.91,3,2,0,1518,25,4500,30,N,N,44603,CRMLSM,0.02,Medium,83468
SW22003268,CONDO/A,28124,Calle Lumina   ,Temecula,STD,560000,322.02,4,3,0,1739,10,,7,Y,N,44606,CRMLSM,0.0225,Medium,103546
OC21262530,SFR/D,16530,Fairfax DR  ,Fontana,STD,560000,358.06,4,3,0,1564,19,8680,4,N,N,44610,CRMLSM,0.02,Medium,83468
OC21243916,SFR/D,728,Indigo ST  ,Beaumont,STD,560000,232.37,4,2,0,2410,20,9148,47,N,N,44615,CRMLSM,0.025,Medium,92797
PW21266424,SFR/A,3724,Strawberry Creek WAY  ,Ontario,PRO,560000,356.69,3,2,1,1570,36,2950,7,Y,N,44617,CRMLSM,0.025,Medium,71908
EV21258653,SFR/D,9823,Larch AVE  ,Bloomington,TRUS,560000,456.03,3,2,0,1228,60,38199,30,N,N,44620,CRMLSM,0.02,Medium,68628
IV22010100,SFR/D,36754,Torrey Pines DR  ,Beaumont,STD,560000,222.22,4,2,1,2520,18,5663,7,Y,Y,44620,CRMLSM,0.02,Medium,92797
IV22002720,SFR/D,11009,Coody CT  ,Beaumont,STD,560000,202.75,4,2,1,2762,18,5227,10,Y,N,44620,CRMLSM,0.025,Medium,92797
IG22004417,SFR/D,6414 N,Beechwood AVE  ,San Bernardino,STD,560000,321.1,3,3,0,1744,35,9240,7,Y,N,44621,CRMLSM,0.02,Medium,55372
IV21226117,CONDO/A,3180 E,Yountville DR   #11,Ontario,STD,560000,332.34,3,2,0,1685,6,,71,N,N,44623,CRMLSM,0.02,Medium,71908
IV21255550,SFR/D,680,Orange AVE  ,Perris,STD,560000,438.87,3,2,0,1276,44,40946,14,Y,N,44624,CRMLSM,0.02,Medium,70910
PW21252876,SFR/D,1704 E,Victoria AVE  ,San Bernardino,STD,560000,269.75,5,3,0,2076,67,34425,93,N,N,44624,CRMLSM,0.025,Medium,55372
CV22011047,SFR/D,524,Solano WAY  ,Redlands,STD,560000,324.26,4,3,0,1727,36,7200,3,N,N,44624,CRMLSM,0.0225,Medium,87184
IV21253952,SFR/D,4720,Central AVE  ,Riverside,STD,560000,329.99,3,2,0,1697,72,6970,64,N,N,44624,CRMLSM,0.02,Medium,76755
IG22015756,SFR/D,11950,Napoli CIR  ,Fontana,STD,560000,400.57,3,2,1,1398,34,3600,5,N,N,44624,CRMLSM,0.025,Medium,83468
EV22005333,SFR/D,12880,Via Barcelona RD  ,Yucaipa,STD,560000,366.49,3,2,1,1528,33,7000,8,Y,Y,44627,CRMLSM,0.025,Medium,75456
CV21263889,SFR/D,26313,Barbados LN  ,Moreno Valley,STD,560000,222.22,3,2,1,2520,17,7841,7,N,N,44629,CRMLSM,0.02,Medium,73635
SW22025101,SFR/D,39546,Tischa DR  ,Temecula,STD,560000,421.69,3,2,1,1328,27,3485,5,N,N,44629,CRMLSM,0.025,Medium,103546
IV21140444,SFR/A,28307,Tristan DR  ,Moreno Valley,STD,560000,166.37,5,3,0,3366,17,10890,1,N,N,44630,CRMLSM,0.02,Medium,73635
IG22023155,SFR/D,3874,Millbrae   ,Perris,STD,560000,308.03,3,2,0,1818,24,5663,2,Y,Y,44631,CRMLSM,0.02,Medium,70910
PW22014512,SFR/D,650 W,33rd ST  ,San Bernardino,STD,560000,207.41,4,2,0,2700,76,7670,13,Y,N,44635,CRMLSM,0.02,Medium,55372
IV21240644,SFR/D,2030,Mount Verdugo LN  ,Perris,STD,560000,235.79,4,3,0,2375,17,6098,90,Y,N,44635,CRMLSM,0.02,Medium,70910
DW21267470,SFR/D,4629,Brentwood AVE  ,Riverside,STD,560000,367.94,3,2,0,1522,75,7841,31,N,N,44641,CRMLSM,0.02,Medium,76755
PW22004970,SFR/A,1803,Mount Verdugo Lane   ,Perris,STD,560000,235.79,5,3,0,2375,18,4792,9,Y,N,44641,CRMLSM,0.02,Medium,70910
IG22009539,SFR/D,1305,Julie CT  ,Redlands,STD,560000,338.16,4,2,1,1656,40,8700,24,Y,N,44644,CRMLSM,0.02,Medium,87184
IV22023715,SFR/D,851 W,Flora ST  ,Ontario,STD,560000,513.76,3,1,0,1090,71,7125,13,Y,N,44644,CRMLSM,0.02,Medium,71908
CV22013290,SFR/D,15360,Avenida Fiesta   ,Moreno Valley,STD,560000,253.62,4,3,0,2208,19,5227,8,Y,N,44644,CRMLSM,0.02,Medium,73635
IV22028905,SFR/D,21620,Calle Monaco   ,Moreno Valley,STD,560000,243.48,4,3,0,2300,33,8276,1,Y,N,44649,CRMLSM,0.02,Medium,73635
EV22040320,SFR/A,12209,Pascal AVE  ,Grand Terrace,STD,560000,356.01,3,2,0,1573,43,7700,3,Y,N,44650,CRMLSM,0.02,Medium,76791
IV22048787,SFR/D,5582 N,Magnolia DR  ,San Bernardino,STD,560000,337.15,4,3,0,1661,30,7770,4,Y,Y,44651,CRMLSM,0.02,Medium,55372
NP22042757,SFR/D,17188,Pinedale AVE  ,Fontana,STD,560000,466.67,3,2,0,1200,51,7200,6,N,N,44651,CRMLSM,0.02,Medium,83468
CV21254414,CONDO/A,7155,Citrus AVE   #364,Fontana,STD,560000,331.95,3,2,1,1687,3,,62,Y,N,44651,CRMLSM,0.02,Medium,83468
PV21198848,SFR/D,12689,3rd ST  ,Yucaipa,STD,560000,281.69,3,2,0,1988,21,17528,75,Y,N,44652,CRMLSM,0.025,Medium,75456
EV21248848,SFR/D,1631,Ocala LN  ,Beaumont,STD,560000,229.7,5,3,0,2438,7,7841,96,N,N,44656,CRMLSM,0.025,Medium,92797
IV22015354,SFR/A,1176,Anza CT  ,Perris,STD,560000,233.92,4,2,1,2394,7,8276,7,N,N,44657,CRMLSM,0.02,Medium,70910
SB22021284,SFR/D,2440 W,Sunrise DR  ,Rialto,STD,560000,412.68,3,2,0,1357,34,6500,4,Y,N,44659,CRMLSM,0.02,Medium,69934
IV22050619,SFR/D,4305,Scripps DR  ,San Bernardino,STD,560000,363.64,4,2,0,1540,44,12350,4,Y,Y,44662,CRMLSM,0.02,Medium,55372
IV22050478,SFR/D,16642,War Cloud DR  ,Moreno Valley,STD,560000,272.64,4,2,1,2054,33,5227,4,Y,N,44663,CRMLSM,0.02,Medium,73635
OC22031197,SFR/D,28428,Wild Rose Ln   ,Highland,STD,560000,303.85,3,2,1,1843,7,2440,25,Y,N,44663,CRMLSM,0.0225,Medium,69225
EV22055421,SFR/D,26018,Eliot AVE  ,Moreno Valley,STD,560000,288.66,4,3,0,1940,35,7405,0,N,N,44664,CRMLSM,0.02,Medium,73635
IV22027864,SFR/D,12772,Lateen DR  ,Moreno Valley,STD,560000,314.61,4,2,0,1780,41,7405,16,Y,Y,44666,CRMLSM,0.02,Medium,73635
PW22040638,SFR/D,4766,Sunnyside Drive   ,Riverside,"STD,TRUS",560000,446.93,3,2,0,1253,73,7405,3,Y,N,44669,CRMLSM,0.02,Medium,76755
IV22048895,SFR/D,154 W,Rosewood ST  ,Rialto,STD,560000,419.16,3,1,1,1336,70,6600,4,Y,Y,44669,CRMLSM,0.02,Medium,69934
WS22042135,SFR/D,502,Villa WAY  ,Colton,STD,560000,305.01,4,2,1,1836,4,2400,14,Y,N,44669,CRMLSM,0.02,Medium,60874
SW21253660,SFR/D,1015 N,Napa AVE  ,Ontario,TRUS,560000,412.37,3,2,0,1358,60,6324,3,Y,N,44671,CRMLSM,0.02,Medium,71908
IV22049765,SFR/A,25126,Granville ST  ,Moreno Valley,STD,560000,237.29,6,3,0,2360,33,5663,3,N,N,44677,CRMLSM,0.03,High,73635
SW22038693,SFR/D,25642,Morena CIR  ,Moreno Valley,STD,560000,326.91,3,2,0,1713,28,5227,20,Y,N,44677,CRMLSM,0.02,Medium,73635
TR22044266,SFR/D,11325,Dogwood CT  ,Fontana,STD,560000,404.04,3,2,1,1386,37,4000,5,N,N,44679,CRMLSM,0.02,Medium,83468
SW22040346,MANL/D,22661,Redwood DR  ,Perris,STD,560000,448.72,3,2,0,1248,18,108900,22,N,N,44680,CRMLSM,0.025,Medium,70910
EV22055812,SFR/D,806,Anderson CT  ,Redlands,STD,560000,267.05,4,3,0,2097,35,8100,5,N,N,44680,CRMLSM,0.025,Medium,87184
IV22018824,SFR/D,1863,Bankstown WAY  ,Perris,STD,560000,244.76,4,3,0,2288,18,6098,20,Y,N,44680,CRMLSM,0.025,Medium,70910
CV22033820,SFR/D,13247,Bryant Street   ,Yucaipa,STD,560000,236.49,4,2,0,2368,50,14850,3,Y,N,44683,CRMLSM,0.02,Medium,75456
IV22048500,SFR/D,570 E,Van Koevering ST  ,Rialto,STD,560000,285.13,4,2,0,1964,64,8400,24,Y,N,44683,CRMLSM,0.02,Medium,69934
RS21264537,SFR/D,24510,Pace DR  ,Moreno Valley,STD,560000,296.3,4,3,0,1890,40,16117,55,Y,Y,44686,CRMLSM,0.03,High,73635
IV22059791,SFR/D,7186,Perris Hill RD  ,San Bernardino,STD,560000,259.38,5,3,0,2159,85,13000,20,Y,Y,44686,CRMLSM,0.025,Medium,55372
CV22068363,SFR/D,8244,Locust AVE  ,Fontana,STD,560000,445.51,3,2,0,1257,68,7344,7,N,N,44686,CRMLSM,0.02,Medium,83468
CV22064192,SFR/D,13321,Sunflower CT  ,Moreno Valley,STD,560000,359.9,4,2,0,1556,43,7405,6,N,N,44687,CRMLSM,0.0225,Medium,73635
